	Данные измерения магнитометра ПКМ
	Файл: C:\Documents and Settings\sergey\Мои документы\магн_13022016\3.txt

Дата: 00.00.00
Участок: 0
Режим МВС, цикл - 0.1 сек.

   Поле         Время     
049529.555  00:03:14.3  
049527.973  00:03:14.4  
049528.609  00:03:14.5  
049529.387  00:03:14.6  
049530.660  00:03:14.7  
049530.969  00:03:14.8  
049531.156  00:03:14.9  
049531.312  00:03:15.0  
049532.586  00:03:15.1  
049535.191  00:03:15.2  
049539.137  00:03:15.3  
049544.156  00:03:15.4  
049552.605  00:03:15.5  
049561.332  00:03:15.6  
049571.992  00:03:15.7  
049582.801  00:03:15.8  
049594.332  00:03:15.9  
049603.605  00:03:16.0  
049613.188  00:03:16.1  
049622.766  00:03:16.2  
049631.742  00:03:16.3  
049641.441  00:03:16.4  
049651.211  00:03:16.5  
049660.973  00:03:16.6  
049670.820  00:03:16.7  
049681.777  00:03:16.8  
049693.691  00:03:16.9  
049706.789  00:03:17.0  
049717.727  00:03:17.1  
049727.211  00:03:17.2  
049734.734  00:03:17.3  
049740.141  00:03:17.4  
049745.855  00:03:17.5  
049753.145  00:03:17.6  
049761.246  00:03:17.7  
049768.625  00:03:17.8  
049773.527  00:03:17.9  
049776.219  00:03:18.0  
049777.883  00:03:18.1  
049780.562  00:03:18.2  
049785.879  00:03:18.3  
049792.801  00:03:18.4  
049798.625  00:03:18.5  
049800.980  00:03:18.6  
049798.738  00:03:18.7  
049796.160  00:03:18.8  
049795.074  00:03:18.9  
049794.430  00:03:19.0  
049792.207  00:03:19.1  
049787.273  00:03:19.2  
049778.492  00:03:19.3  
049765.246  00:03:19.4  
049751.574  00:03:19.5  
049740.391  00:03:19.6  
049731.727  00:03:19.7  
049721.383  00:03:19.8  
049708.688  00:03:19.9  
049695.512  00:03:20.0  
049682.172  00:03:20.1  
049669.824  00:03:20.2  
049658.121  00:03:20.3  
049646.082  00:03:20.4  
049632.031  00:03:20.5  
049615.891  00:03:20.6  
049599.719  00:03:20.7  
049585.113  00:03:20.8  
049572.172  00:03:20.9  
049559.867  00:03:21.0  
049547.676  00:03:21.1  
049534.527  00:03:21.2  
049521.148  00:03:21.3  
049509.582  00:03:21.4  
049499.820  00:03:21.5  
049489.965  00:03:21.6  
049479.953  00:03:21.7  
049469.094  00:03:21.8  
049458.633  00:03:21.9  
049449.492  00:03:22.0  
049442.336  00:03:22.1  
049437.289  00:03:22.2  
049432.906  00:03:22.3  
049429.090  00:03:22.4  
049426.523  00:03:22.5  
049427.285  00:03:22.6  
049433.000  00:03:22.7  
049439.867  00:03:22.8  
049446.277  00:03:22.9  
049453.539  00:03:23.0  
049461.840  00:03:23.1  
049472.227  00:03:23.2  
049484.340  00:03:23.3  
049498.035  00:03:23.4  
049510.980  00:03:23.5  
049524.449  00:03:23.6  
049539.062  00:03:23.7  
049554.602  00:03:23.8  
049572.676  00:03:23.9  
049591.961  00:03:24.0  
049610.617  00:03:24.1  
049629.000  00:03:24.2  
049649.016  00:03:24.3  
049671.113  00:03:24.4  
049694.449  00:03:24.5  
049716.879  00:03:24.6  
049737.781  00:03:24.7  
049755.008  00:03:24.8  
049772.836  00:03:24.9  
049793.781  00:03:25.0  
049815.984  00:03:25.1  
049837.773  00:03:25.2  
049856.965  00:03:25.3  
049874.617  00:03:25.4  
049892.438  00:03:25.5  
049912.734  00:03:25.6  
049935.891  00:03:25.7  
049958.738  00:03:25.8  
049977.949  00:03:25.9  
049992.496  00:03:26.0  
050005.332  00:03:26.1  
050019.090  00:03:26.2  
050036.445  00:03:26.3  
050057.215  00:03:26.4  
050077.160  00:03:26.5  
050091.883  00:03:26.6  
050105.191  00:03:26.7  
050117.777  00:03:26.8  
050132.801  00:03:26.9  
050150.117  00:03:27.0  
050167.227  00:03:27.1  
050181.051  00:03:27.2  
050187.449  00:03:27.3  
050190.242  00:03:27.4  
050195.887  00:03:27.5  
050206.336  00:03:27.6  
050217.145  00:03:27.7  
050223.004  00:03:27.8  
050222.020  00:03:27.9  
050219.031  00:03:28.0  
050219.504  00:03:28.1  
050222.777  00:03:28.2  
050224.527  00:03:28.3  
050220.539  00:03:28.4  
050209.523  00:03:28.5  
050195.516  00:03:28.6  
050180.562  00:03:28.7  
050166.570  00:03:28.8  
050155.480  00:03:28.9  
050147.387  00:03:29.0  
050138.582  00:03:29.1  
050126.484  00:03:29.2  
050114.594  00:03:29.3  
050105.355  00:03:29.4  
050098.594  00:03:29.5  
050093.664  00:03:29.6  
050089.207  00:03:29.7  
050084.492  00:03:29.8  
050080.367  00:03:29.9  
050076.332  00:03:30.0  
050073.082  00:03:30.1  
050072.078  00:03:30.2  
050073.414  00:03:30.3  
050074.688  00:03:30.4  
050072.828  00:03:30.5  
050068.820  00:03:30.6  
050065.816  00:03:30.7  
050063.758  00:03:30.8  
050062.648  00:03:30.9  
050060.699  00:03:31.0  
050056.379  00:03:31.1  
050049.180  00:03:31.2  
050038.934  00:03:31.3  
050025.746  00:03:31.4  
050011.410  00:03:31.5  
049999.621  00:03:31.6  
049990.488  00:03:31.7  
049980.168  00:03:31.8  
049965.562  00:03:31.9  
049949.973  00:03:32.0  
049934.211  00:03:32.1  
049917.383  00:03:32.2  
049899.727  00:03:32.3  
049880.508  00:03:32.4  
049858.793  00:03:32.5  
049834.117  00:03:32.6  
049808.359  00:03:32.7  
049784.543  00:03:32.8  
049762.590  00:03:32.9  
049742.031  00:03:33.0  
049720.238  00:03:33.1  
049695.219  00:03:33.2  
049669.336  00:03:33.3  
049644.996  00:03:33.4  
049623.414  00:03:33.5  
049601.730  00:03:33.6  
049578.988  00:03:33.7  
049554.465  00:03:33.8  
049528.859  00:03:33.9  
049504.953  00:03:34.0  
049483.113  00:03:34.1  
049462.680  00:03:34.2  
049442.836  00:03:34.3  
049421.688  00:03:34.4  
049398.543  00:03:34.5  
049375.098  00:03:34.6  
049353.348  00:03:34.7  
049332.438  00:03:34.8  
049311.141  00:03:34.9  
049288.691  00:03:35.0  
049263.859  00:03:35.1  
049236.766  00:03:35.2  
049209.559  00:03:35.3  
049184.691  00:03:35.4  
049159.840  00:03:35.5  
049134.152  00:03:35.6  
049106.453  00:03:35.7  
049075.426  00:03:35.8  
049042.812  00:03:35.9  
049011.367  00:03:36.0  
048983.004  00:03:36.1  
048955.188  00:03:36.2  
048925.066  00:03:36.3  
048892.691  00:03:36.4  
048858.711  00:03:36.5  
048824.398  00:03:36.6  
048793.637  00:03:36.7  
048766.594  00:03:36.8  
048742.840  00:03:36.9  
048716.812  00:03:37.0  
048685.902  00:03:37.1  
048651.762  00:03:37.2  
048617.625  00:03:37.3  
048588.938  00:03:37.4  
048566.586  00:03:37.5  
048547.406  00:03:37.6  
048527.129  00:03:37.7  
048504.250  00:03:37.8  
048479.012  00:03:37.9  
048453.684  00:03:38.0  
048428.367  00:03:38.1  
048405.543  00:03:38.2  
048384.273  00:03:38.3  
048366.227  00:03:38.4  
048347.992  00:03:38.5  
048326.785  00:03:38.6  
048305.297  00:03:38.7  
048284.152  00:03:38.8  
048269.566  00:03:38.9  
048259.746  00:03:39.0  
048248.504  00:03:39.1  
048234.965  00:03:39.2  
048218.891  00:03:39.3  
048200.613  00:03:39.4  
048183.656  00:03:39.5  
048170.859  00:03:39.6  
048165.762  00:03:39.7  
048160.695  00:03:39.8  
048155.371  00:03:39.9  
048147.848  00:03:40.0  
048138.684  00:03:40.1  
048131.766  00:03:40.2  
048130.641  00:03:40.3  
048138.207  00:03:40.4  
048149.227  00:03:40.5  
048157.031  00:03:40.6  
048158.895  00:03:40.7  
048156.281  00:03:40.8  
048154.996  00:03:40.9  
048159.645  00:03:41.0  
048170.289  00:03:41.1  
048180.324  00:03:41.2  
048186.254  00:03:41.3  
048189.453  00:03:41.4  
048190.539  00:03:41.5  
048188.820  00:03:41.6  
048184.184  00:03:41.7  
048178.727  00:03:41.8  
048173.738  00:03:41.9  
048169.477  00:03:42.0  


Дата: 00.00.00
Участок: 0

   Поле         Время      Профиль   Пикет
047269.312  00:00:33.8  005000   001000
047954.230  00:00:43.2  005000   000999
048298.453  00:00:27.7  005000   000100


Дата: 00.00.00
Участок: 0
Режим МВС, цикл - 0.1 сек.

   Поле         Время     
049521.371  00:00:41.3  
049520.449  00:00:41.4  
049520.031  00:00:41.5  
049521.113  00:00:41.6  
049522.750  00:00:41.7  
049523.352  00:00:41.8  
049522.172  00:00:41.9  
049519.051  00:00:42.0  
049514.594  00:00:42.1  
049509.113  00:00:42.2  
049501.199  00:00:42.3  
049489.406  00:00:42.4  
049472.812  00:00:42.5  
049451.969  00:00:42.6  
049433.082  00:00:42.7  
049419.723  00:00:42.8  
049411.918  00:00:42.9  
049407.066  00:00:43.0  
049405.441  00:00:43.1  
049408.555  00:00:43.2  
049417.188  00:00:43.3  
049429.176  00:00:43.4  
049442.082  00:00:43.5  
049455.246  00:00:43.6  
049467.660  00:00:43.7  
049478.371  00:00:43.8  
049488.473  00:00:43.9  
049498.234  00:00:44.0  
049507.816  00:00:44.1  
049517.738  00:00:44.2  
049527.812  00:00:44.3  
049540.234  00:00:44.4  
049555.621  00:00:44.5  
049569.953  00:00:44.6  
049580.902  00:00:44.7  
049590.016  00:00:44.8  
049599.215  00:00:44.9  
049607.758  00:00:45.0  
049613.066  00:00:45.1  
049608.840  00:00:45.2  
049594.586  00:00:45.3  
049578.121  00:00:45.4  
049565.469  00:00:45.5  
049558.188  00:00:45.6  
049556.379  00:00:45.7  
049558.922  00:00:45.8  
049561.805  00:00:45.9  
049562.504  00:00:46.0  
049559.641  00:00:46.1  
049551.902  00:00:46.2  
049540.453  00:00:46.3  
049528.262  00:00:46.4  
049518.684  00:00:46.5  
049512.871  00:00:46.6  
049509.699  00:00:46.7  
049508.531  00:00:46.8  
049508.332  00:00:46.9  
049508.648  00:00:47.0  
049510.461  00:00:47.1  
049513.707  00:00:47.2  
049517.547  00:00:47.3  
049520.703  00:00:47.4  
049522.285  00:00:47.5  
049522.305  00:00:47.6  
049521.988  00:00:47.7  
049521.484  00:00:47.8  
049519.953  00:00:47.9  
049517.234  00:00:48.0  
049514.148  00:00:48.1  
049511.707  00:00:48.2  
049510.914  00:00:48.3  
049513.348  00:00:48.4  
049520.605  00:00:48.5  
049530.680  00:00:48.6  
049540.789  00:00:48.7  
049547.305  00:00:48.8  
049549.367  00:00:48.9  
049547.059  00:00:49.0  
049542.777  00:00:49.1  
049539.086  00:00:49.2  
049537.418  00:00:49.3  
049537.922  00:00:49.4  
049540.762  00:00:49.5  
049545.734  00:00:49.6  
049552.340  00:00:49.7  
049560.836  00:00:49.8  
049573.184  00:00:49.9  
049590.801  00:00:50.0  
049612.785  00:00:50.1  
049637.738  00:00:50.2  
049664.859  00:00:50.3  
049693.527  00:00:50.4  
049726.625  00:00:50.5  
049766.430  00:00:50.6  
049813.715  00:00:50.7  
049865.195  00:00:50.8  
049914.082  00:00:50.9  
049952.199  00:00:51.0  
049978.824  00:00:51.1  
049994.336  00:00:51.2  
050001.973  00:00:51.3  
050004.594  00:00:51.4  
050005.398  00:00:51.5  
050005.105  00:00:51.6  
050002.969  00:00:51.7  
050000.578  00:00:51.8  
049996.195  00:00:51.9  
049989.297  00:00:52.0  
049979.508  00:00:52.1  
049966.715  00:00:52.2  
049951.598  00:00:52.3  
049940.805  00:00:52.4  
049938.133  00:00:52.5  
049940.457  00:00:52.6  
049949.453  00:00:52.7  
049963.121  00:00:52.8  
049983.301  00:00:52.9  
050013.191  00:00:53.0  
050056.680  00:00:53.1  
050115.695  00:00:53.2  
050186.773  00:00:53.3  
050268.484  00:00:53.4  
050369.516  00:00:53.5  
050507.930  00:00:53.6  
050712.340  00:00:53.7  
051012.680  00:00:53.8  
051394.594  00:00:53.9  
051680.344  00:00:54.0  
051714.461  00:00:54.1  
051494.477  00:00:54.2  
051129.145  00:00:54.3  
050676.742  00:00:54.4  
050153.844  00:00:54.5  
049644.789  00:00:54.6  
049261.004  00:00:54.7  
049022.023  00:00:54.8  
048913.445  00:00:54.9  
048908.977  00:00:55.0  
048982.004  00:00:55.1  
049106.074  00:00:55.2  
049248.734  00:00:55.3  
049371.141  00:00:55.4  
049464.840  00:00:55.5  
049538.793  00:00:55.6  
049596.715  00:00:55.7  
049644.246  00:00:55.8  
049683.297  00:00:55.9  
049712.359  00:00:56.0  
049731.633  00:00:56.1  
049741.434  00:00:56.2  
049742.918  00:00:56.3  
049737.707  00:00:56.4  
049727.617  00:00:56.5  
049712.328  00:00:56.6  
049690.469  00:00:56.7  
049664.555  00:00:56.8  
049630.988  00:00:56.9  
049588.168  00:00:57.0  
049539.152  00:00:57.1  
049482.938  00:00:57.2  
049424.910  00:00:57.3  
049370.879  00:00:57.4  
049322.750  00:00:57.5  
049276.383  00:00:57.6  
049228.484  00:00:57.7  
049177.484  00:00:57.8  
049125.145  00:00:57.9  
049074.820  00:00:58.0  
049031.402  00:00:58.1  
048996.355  00:00:58.2  
048969.012  00:00:58.3  
048948.746  00:00:58.4  
048935.461  00:00:58.5  
048931.078  00:00:58.6  
048938.434  00:00:58.7  
048954.598  00:00:58.8  
048975.891  00:00:58.9  
049000.180  00:00:59.0  
049027.352  00:00:59.1  
049056.543  00:00:59.2  
049088.559  00:00:59.3  
049122.004  00:00:59.4  
049155.227  00:00:59.5  
049190.809  00:00:59.6  
049232.219  00:00:59.7  
049283.656  00:00:59.8  
049346.527  00:00:59.9  
049421.926  00:01:00.0  
049514.234  00:01:00.1  
049612.602  00:01:00.2  
049704.004  00:01:00.3  
049788.875  00:01:00.4  
049859.660  00:01:00.5  
049908.730  00:01:00.6  
049923.312  00:01:00.7  
049898.023  00:01:00.8  
049850.527  00:01:00.9  
049805.445  00:01:01.0  
049776.934  00:01:01.1  
049765.008  00:01:01.2  
049765.750  00:01:01.3  
049778.383  00:01:01.4  
049801.172  00:01:01.5  
049825.848  00:01:01.6  
049840.273  00:01:01.7  
049841.324  00:01:01.8  
049827.340  00:01:01.9  
049792.605  00:01:02.0  
049737.684  00:01:02.1  
049669.609  00:01:02.2  
049603.336  00:01:02.3  
049557.719  00:01:02.4  
049528.148  00:01:02.5  
049508.266  00:01:02.6  
049496.695  00:01:02.7  
049491.309  00:01:02.8  
049490.809  00:01:02.9  
049495.535  00:01:03.0  
049503.438  00:01:03.1  
049512.109  00:01:03.2  
049520.516  00:01:03.3  
049528.848  00:01:03.4  
049537.812  00:01:03.5  
049546.906  00:01:03.6  
049555.680  00:01:03.7  
049564.043  00:01:03.8  
049569.172  00:01:03.9  
049574.051  00:01:04.0  
049577.391  00:01:04.1  
049578.914  00:01:04.2  
049580.410  00:01:04.3  
049582.508  00:01:04.4  
049584.688  00:01:04.5  
049586.020  00:01:04.6  
049584.172  00:01:04.7  
049579.582  00:01:04.8  
049571.379  00:01:04.9  
049558.918  00:01:05.0  
049543.820  00:01:05.1  
049530.793  00:01:05.2  
049522.078  00:01:05.3  
049516.559  00:01:05.4  
049514.152  00:01:05.5  
049514.973  00:01:05.6  
049520.777  00:01:05.7  
049529.074  00:01:05.8  
049535.645  00:01:05.9  
049538.980  00:01:06.0  
049536.520  00:01:06.1  
049526.879  00:01:06.2  
049510.602  00:01:06.3  
049490.309  00:01:06.4  
049471.328  00:01:06.5  
049458.789  00:01:06.6  
049453.453  00:01:06.7  
049454.184  00:01:06.8  
049459.133  00:01:06.9  
049469.297  00:01:07.0  
049486.867  00:01:07.1  
049509.984  00:01:07.2  
049534.734  00:01:07.3  
049557.887  00:01:07.4  
049576.855  00:01:07.5  
049591.094  00:01:07.6  
049599.902  00:01:07.7  
049602.090  00:01:07.8  
049595.727  00:01:07.9  
049585.359  00:01:08.0  
049575.316  00:01:08.1  
049565.605  00:01:08.2  
049555.777  00:01:08.3  
049546.594  00:01:08.4  
049539.102  00:01:08.5  
049533.531  00:01:08.6  
049529.789  00:01:08.7  
049527.559  00:01:08.8  
049525.168  00:01:08.9  
049522.789  00:01:09.0  
049519.684  00:01:09.1  
049517.039  00:01:09.2  
049515.117  00:01:09.3  
049513.270  00:01:09.4  
049510.074  00:01:09.5  
049505.973  00:01:09.6  
049502.000  00:01:09.7  
049497.570  00:01:09.8  
049493.840  00:01:09.9  
049492.059  00:01:10.0  
049491.863  00:01:10.1  
049492.340  00:01:10.2  
049492.301  00:01:10.3  
049490.023  00:01:10.4  
049485.723  00:01:10.5  
049480.254  00:01:10.6  
049474.051  00:01:10.7  
049465.922  00:01:10.8  
049456.410  00:01:10.9  
049447.078  00:01:11.0  
049437.043  00:01:11.1  
049425.961  00:01:11.2  
049414.586  00:01:11.3  
049403.742  00:01:11.4  
049393.473  00:01:11.5  
049385.707  00:01:11.6  
049378.180  00:01:11.7  
049371.656  00:01:11.8  
049365.496  00:01:11.9  
049359.141  00:01:12.0  
049353.816  00:01:12.1  
049350.891  00:01:12.2  
049350.789  00:01:12.3  
049354.270  00:01:12.4  
049358.508  00:01:12.5  
049363.539  00:01:12.6  
049369.000  00:01:12.7  
049376.992  00:01:12.8  
049388.738  00:01:12.9  
049405.266  00:01:13.0  
049425.645  00:01:13.1  
049443.703  00:01:13.2  
049459.836  00:01:13.3  
049472.164  00:01:13.4  
049480.508  00:01:13.5  
049487.367  00:01:13.6  
049487.738  00:01:13.7  
049476.133  00:01:13.8  
049455.430  00:01:13.9  
049427.254  00:01:14.0  
049388.887  00:01:14.1  
049339.875  00:01:14.2  
049279.062  00:01:14.3  
049203.270  00:01:14.4  
049119.305  00:01:14.5  
049033.297  00:01:14.6  
048946.234  00:01:14.7  
048857.191  00:01:14.8  
048763.184  00:01:14.9  
048664.074  00:01:15.0  
048565.215  00:01:15.1  
048485.562  00:01:15.2  
048436.902  00:01:15.3  
048396.664  00:01:15.4  
048366.691  00:01:15.5  
048362.055  00:01:15.6  
048381.070  00:01:15.7  
048417.871  00:01:15.8  
048458.910  00:01:15.9  
048487.148  00:01:16.0  
048495.559  00:01:16.1  
048486.602  00:01:16.2  
048464.410  00:01:16.3  
048433.461  00:01:16.4  
048401.785  00:01:16.5  
048381.641  00:01:16.6  
048391.613  00:01:16.7  
048440.141  00:01:16.8  
048501.680  00:01:16.9  
048561.648  00:01:17.0  
048622.754  00:01:17.1  
048686.375  00:01:17.2  
048752.230  00:01:17.3  
048823.531  00:01:17.4  
048899.730  00:01:17.5  
048970.984  00:01:17.6  
049031.812  00:01:17.7  
049084.328  00:01:17.8  
049134.066  00:01:17.9  
049186.137  00:01:18.0  
049242.516  00:01:18.1  
049299.234  00:01:18.2  
049349.539  00:01:18.3  
049390.758  00:01:18.4  
049425.656  00:01:18.5  
049453.785  00:01:18.6  
049477.039  00:01:18.7  
049496.828  00:01:18.8  
049515.547  00:01:18.9  
049534.629  00:01:19.0  
049552.332  00:01:19.1  
049568.133  00:01:19.2  
049583.336  00:01:19.3  
049598.410  00:01:19.4  
049614.473  00:01:19.5  
049630.891  00:01:19.6  
049647.770  00:01:19.7  
049661.359  00:01:19.8  
049670.102  00:01:19.9  
049676.809  00:01:20.0  
049683.211  00:01:20.1  
049689.297  00:01:20.2  
049695.730  00:01:20.3  
049703.488  00:01:20.4  
049711.566  00:01:20.5  
049715.047  00:01:20.6  
049712.852  00:01:20.7  
049706.164  00:01:20.8  
049697.551  00:01:20.9  
049689.684  00:01:21.0  
049686.414  00:01:21.1  
049687.301  00:01:21.2  
049689.473  00:01:21.3  
049688.043  00:01:21.4  
049686.805  00:01:21.5  
049683.086  00:01:21.6  
049677.062  00:01:21.7  
049667.871  00:01:21.8  
049655.055  00:01:21.9  
049635.793  00:01:22.0  
049610.633  00:01:22.1  
049585.250  00:01:22.2  
049563.047  00:01:22.3  
049545.512  00:01:22.4  
049534.758  00:01:22.5  
049534.645  00:01:22.6  
049545.910  00:01:22.7  
049564.648  00:01:22.8  
049584.090  00:01:22.9  
049601.195  00:01:23.0  
049614.066  00:01:23.1  
049624.316  00:01:23.2  
049632.551  00:01:23.3  
049639.406  00:01:23.4  
049645.090  00:01:23.5  
049651.492  00:01:23.6  
049658.605  00:01:23.7  
049665.840  00:01:23.8  
049672.371  00:01:23.9  
049678.074  00:01:24.0  
049683.098  00:01:24.1  
049685.863  00:01:24.2  
049687.727  00:01:24.3  
049690.203  00:01:24.4  
049692.746  00:01:24.5  
049695.102  00:01:24.6  
049696.020  00:01:24.7  
049695.559  00:01:24.8  
049693.578  00:01:24.9  
049690.289  00:01:25.0  
049684.336  00:01:25.1  
049676.828  00:01:25.2  
049670.578  00:01:25.3  
049668.391  00:01:25.4  
049670.449  00:01:25.5  
049673.148  00:01:25.6  
049674.438  00:01:25.7  
049673.344  00:01:25.8  
049669.828  00:01:25.9  
049664.109  00:01:26.0  
049658.906  00:01:26.1  
049655.047  00:01:26.2  
049652.375  00:01:26.3  
049651.027  00:01:26.4  
049649.738  00:01:26.5  
049648.027  00:01:26.6  
049646.160  00:01:26.7  
049645.832  00:01:26.8  
049647.285  00:01:26.9  
049649.984  00:01:27.0  
049651.402  00:01:27.1  
049652.594  00:01:27.2  
049653.398  00:01:27.3  
049652.062  00:01:27.4  
049645.234  00:01:27.5  
049634.016  00:01:27.6  
049622.816  00:01:27.7  
049615.055  00:01:27.8  
049610.566  00:01:27.9  
049607.969  00:01:28.0  
049606.289  00:01:28.1  
049605.316  00:01:28.2  
049604.824  00:01:28.3  
049604.496  00:01:28.4  
049601.988  00:01:28.5  
049597.383  00:01:28.6  
049592.500  00:01:28.7  
049588.656  00:01:28.8  
049586.531  00:01:28.9  
049585.262  00:01:29.0  
049584.656  00:01:29.1  
049583.809  00:01:29.2  
049582.172  00:01:29.3  
049579.520  00:01:29.4  
049576.148  00:01:29.5  
049572.223  00:01:29.6  
049569.133  00:01:29.7  
049566.230  00:01:29.8  
049563.023  00:01:29.9  
049558.797  00:01:30.0  
049554.773  00:01:30.1  
049550.727  00:01:30.2  
049546.648  00:01:30.3  
049541.488  00:01:30.4  
049534.570  00:01:30.5  
049529.195  00:01:30.6  
049524.840  00:01:30.7  
049521.938  00:01:30.8  
049518.285  00:01:30.9  
049513.477  00:01:31.0  
049507.016  00:01:31.1  
049500.066  00:01:31.2  
049495.305  00:01:31.3  
049491.418  00:01:31.4  
049487.355  00:01:31.5  
049483.891  00:01:31.6  


Дата: 00.00.00
Участок: 0
Режим МВС, цикл - 0.1 сек.

   Поле         Время     
049381.602  00:00:54.5  
049381.312  00:00:54.6  
049382.680  00:00:54.7  
049381.449  00:00:54.8  
049378.234  00:00:54.9  
049373.688  00:00:55.0  
049368.941  00:00:55.1  
049364.797  00:00:55.2  
049361.266  00:00:55.3  
049359.898  00:00:55.4  
049360.312  00:00:55.5  
049363.316  00:00:55.6  
049367.008  00:00:55.7  
049369.570  00:00:55.8  
049372.129  00:00:55.9  
049376.027  00:00:56.0  
049380.352  00:00:56.1  
049383.398  00:00:56.2  
049386.031  00:00:56.3  
049387.750  00:00:56.4  
049389.109  00:00:56.5  
049389.129  00:00:56.6  
049388.988  00:00:56.7  
049388.180  00:00:56.8  
049386.219  00:00:56.9  
049383.887  00:00:57.0  
049381.258  00:00:57.1  
049378.402  00:00:57.2  
049374.262  00:00:57.3  
049370.371  00:00:57.4  
049367.816  00:00:57.5  
049367.242  00:00:57.6  
049368.320  00:00:57.7  
049370.605  00:00:57.8  
049370.863  00:00:57.9  
049371.020  00:00:58.0  
049371.301  00:00:58.1  
049370.863  00:00:58.2  
049369.852  00:00:58.3  
049368.094  00:00:58.4  
049365.574  00:00:58.5  
049362.977  00:00:58.6  
049360.621  00:00:58.7  
049358.453  00:00:58.8  
049357.078  00:00:58.9  
049356.770  00:00:59.0  
049356.445  00:00:59.1  
049356.113  00:00:59.2  
049356.254  00:00:59.3  
049356.102  00:00:59.4  
049353.812  00:00:59.5  
049351.988  00:00:59.6  
049352.066  00:00:59.7  
049352.121  00:00:59.8  
049351.125  00:00:59.9  
049349.379  00:01:00.0  
049348.207  00:01:00.1  
049347.605  00:01:00.2  
049347.281  00:01:00.3  
049348.668  00:01:00.4  
049350.992  00:01:00.5  
049353.477  00:01:00.6  
049355.465  00:01:00.7  
049357.102  00:01:00.8  
049357.965  00:01:00.9  
049358.250  00:01:01.0  
049359.082  00:01:01.1  
049359.922  00:01:01.2  
049360.930  00:01:01.3  
049362.004  00:01:01.4  
049363.008  00:01:01.5  
049364.785  00:01:01.6  
049366.055  00:01:01.7  
049367.188  00:01:01.8  
049368.598  00:01:01.9  
049370.453  00:01:02.0  
049372.465  00:01:02.1  
049375.754  00:01:02.2  
049378.719  00:01:02.3  
049381.336  00:01:02.4  
049383.965  00:01:02.5  
049386.316  00:01:02.6  
049388.918  00:01:02.7  
049391.543  00:01:02.8  
049394.469  00:01:02.9  
049397.605  00:01:03.0  
049401.133  00:01:03.1  
049403.117  00:01:03.2  
049404.664  00:01:03.3  
049405.719  00:01:03.4  
049408.543  00:01:03.5  
049413.520  00:01:03.6  
049418.496  00:01:03.7  
049422.383  00:01:03.8  
049426.246  00:01:03.9  
049430.184  00:01:04.0  
049433.801  00:01:04.1  
049437.449  00:01:04.2  
049440.590  00:01:04.3  
049443.684  00:01:04.4  
049447.328  00:01:04.5  
049450.926  00:01:04.6  
049455.449  00:01:04.7  
049460.145  00:01:04.8  
049465.172  00:01:04.9  
049470.086  00:01:05.0  
049474.344  00:01:05.1  
049475.441  00:01:05.2  
049476.266  00:01:05.3  
049478.449  00:01:05.4  
049480.953  00:01:05.5  
049483.285  00:01:05.6  
049485.473  00:01:05.7  
049487.359  00:01:05.8  
049490.988  00:01:05.9  
049494.598  00:01:06.0  
049498.898  00:01:06.1  
049504.590  00:01:06.2  
049510.566  00:01:06.3  
049514.773  00:01:06.4  
049518.035  00:01:06.5  
049520.867  00:01:06.6  
049524.148  00:01:06.7  
049526.711  00:01:06.8  
049529.766  00:01:06.9  
049533.156  00:01:07.0  
049536.539  00:01:07.1  
049539.738  00:01:07.2  
049543.938  00:01:07.3  
049548.695  00:01:07.4  
049553.352  00:01:07.5  
049558.422  00:01:07.6  
049562.109  00:01:07.7  
049564.953  00:01:07.8  
049567.348  00:01:07.9  
049570.152  00:01:08.0  
049572.844  00:01:08.1  
049575.637  00:01:08.2  
049578.457  00:01:08.3  
049581.457  00:01:08.4  
049584.922  00:01:08.5  
049588.801  00:01:08.6  
049592.801  00:01:08.7  
049596.727  00:01:08.8  
049599.590  00:01:08.9  
049602.176  00:01:09.0  
049604.273  00:01:09.1  
049606.605  00:01:09.2  
049608.969  00:01:09.3  
049611.062  00:01:09.4  
049613.852  00:01:09.5  
049616.207  00:01:09.6  
049618.312  00:01:09.7  
049621.441  00:01:09.8  
049624.723  00:01:09.9  
049627.945  00:01:10.0  
049630.309  00:01:10.1  
049631.246  00:01:10.2  
049632.215  00:01:10.3  
049633.238  00:01:10.4  
049634.160  00:01:10.5  
049634.902  00:01:10.6  
049635.785  00:01:10.7  
049637.340  00:01:10.8  
049639.090  00:01:10.9  
049641.035  00:01:11.0  
049642.949  00:01:11.1  
049645.066  00:01:11.2  
049647.965  00:01:11.3  
049651.289  00:01:11.4  
049653.074  00:01:11.5  
049652.922  00:01:11.6  
049653.234  00:01:11.7  
049653.969  00:01:11.8  
049655.027  00:01:11.9  
049656.391  00:01:12.0  
049657.246  00:01:12.1  
049658.047  00:01:12.2  
049657.742  00:01:12.3  
049657.750  00:01:12.4  
049657.945  00:01:12.5  
049658.359  00:01:12.6  
049658.535  00:01:12.7  
049658.125  00:01:12.8  
049655.852  00:01:12.9  
049654.141  00:01:13.0  
049653.465  00:01:13.1  
049653.316  00:01:13.2  
049653.125  00:01:13.3  
049652.320  00:01:13.4  
049651.062  00:01:13.5  
049650.461  00:01:13.6  
049650.402  00:01:13.7  
049650.691  00:01:13.8  
049651.184  00:01:13.9  
049651.918  00:01:14.0  
