	Данные измерения магнитометра ПКМ
	Файл: C:\Documents and Settings\sergey\Мои документы\магн_13022016\3.txt

Дата: 00.00.00
Участок: 0
Режим МВС, цикл - 0.1 сек.

   Поле         Время     
049807.719  00:31:16.5  
049809.047  00:31:16.6  
049810.016  00:31:16.7  
049808.488  00:31:16.8  
049808.199  00:31:16.9  
049809.539  00:31:17.0  
049810.699  00:31:17.1  
049814.492  00:31:17.2  
049819.703  00:31:17.3  
049826.113  00:31:17.4  
049830.477  00:31:17.5  
049832.051  00:31:17.6  
049832.391  00:31:17.7  
049833.098  00:31:17.8  
049833.129  00:31:17.9  
049832.383  00:31:18.0  
049830.754  00:31:18.1  
049830.617  00:31:18.2  
049828.828  00:31:18.3  
049827.848  00:31:18.4  
049827.672  00:31:18.5  
049827.027  00:31:18.6  
049823.562  00:31:18.7  
049818.609  00:31:18.8  
049817.039  00:31:18.9  
049814.324  00:31:19.0  
049806.750  00:31:19.1  
049799.012  00:31:19.2  
049790.336  00:31:19.3  
049779.852  00:31:19.4  
049768.363  00:31:19.5  
049757.660  00:31:19.6  
049748.160  00:31:19.7  
049743.945  00:31:19.8  
049742.684  00:31:19.9  
049736.160  00:31:20.0  
049723.598  00:31:20.1  
049713.570  00:31:20.2  
049706.988  00:31:20.3  
049700.047  00:31:20.4  
049694.633  00:31:20.5  
049690.453  00:31:20.6  
049685.801  00:31:20.7  
049680.875  00:31:20.8  
049678.297  00:31:20.9  
049675.742  00:31:21.0  
049674.480  00:31:21.1  
049675.805  00:31:21.2  
049679.934  00:31:21.3  
049681.512  00:31:21.4  
049676.406  00:31:21.5  
049666.703  00:31:21.6  
049656.824  00:31:21.7  
049646.355  00:31:21.8  
049633.867  00:31:21.9  
049617.977  00:31:22.0  
049603.926  00:31:22.1  
049596.441  00:31:22.2  
049591.754  00:31:22.3  
049590.328  00:31:22.4  
049596.230  00:31:22.5  
049611.973  00:31:22.6  
049632.496  00:31:22.7  
049652.125  00:31:22.8  
049665.035  00:31:22.9  
049673.523  00:31:23.0  
049679.957  00:31:23.1  
049686.191  00:31:23.2  
049692.023  00:31:23.3  
049697.895  00:31:23.4  
049703.445  00:31:23.5  
049705.543  00:31:23.6  
049707.969  00:31:23.7  
049709.574  00:31:23.8  
049710.625  00:31:23.9  
049712.570  00:31:24.0  
049713.289  00:31:24.1  
049716.824  00:31:24.2  
049725.137  00:31:24.3  
049731.629  00:31:24.4  
049730.723  00:31:24.5  
049727.672  00:31:24.6  
049724.129  00:31:24.7  
049722.750  00:31:24.8  
049721.840  00:31:24.9  
049720.777  00:31:25.0  
049718.977  00:31:25.1  
049718.746  00:31:25.2  
049720.074  00:31:25.3  
049721.703  00:31:25.4  
049723.117  00:31:25.5  
049724.949  00:31:25.6  
049729.086  00:31:25.7  
049738.816  00:31:25.8  
049750.336  00:31:25.9  
049756.004  00:31:26.0  
049756.227  00:31:26.1  
049756.941  00:31:26.2  
049761.336  00:31:26.3  
049763.789  00:31:26.4  
049763.355  00:31:26.5  
049762.383  00:31:26.6  
049761.027  00:31:26.7  
049761.762  00:31:26.8  
049761.074  00:31:26.9  
049759.660  00:31:27.0  
049756.598  00:31:27.1  
049754.070  00:31:27.2  
049754.305  00:31:27.3  
049759.727  00:31:27.4  
049762.715  00:31:27.5  
049760.715  00:31:27.6  
049758.512  00:31:27.7  
049760.258  00:31:27.8  
049766.820  00:31:27.9  
049776.930  00:31:28.0  
049789.227  00:31:28.1  
049802.602  00:31:28.2  
049816.500  00:31:28.3  
049829.266  00:31:28.4  
049842.027  00:31:28.5  
049855.137  00:31:28.6  
049873.324  00:31:28.7  
049897.117  00:31:28.8  
049923.617  00:31:28.9  
049948.777  00:31:29.0  
049971.875  00:31:29.1  
049998.059  00:31:29.2  
050032.809  00:31:29.3  
050074.242  00:31:29.4  
050120.660  00:31:29.5  
050184.914  00:31:29.6  
050277.836  00:31:29.7  
050409.691  00:31:29.8  
050593.270  00:31:29.9  
050855.000  00:31:30.0  
051199.453  00:31:30.1  
051556.242  00:31:30.2  
051793.836  00:31:30.3  
051803.473  00:31:30.4  
051476.898  00:31:30.5  
050831.305  00:31:30.6  
049970.102  00:31:30.7  
048949.781  00:31:30.8  
047973.051  00:31:30.9  
047104.527  00:31:31.0  
046368.746  00:31:31.1  
045875.863  00:31:31.2  
045670.797  00:31:31.3  
045801.566  00:31:31.4  
046262.703  00:31:31.5  
046961.246  00:31:31.6  
047707.422  00:31:31.7  
048302.598  00:31:31.8  
048727.812  00:31:31.9  
049017.754  00:31:32.0  
049230.379  00:31:32.1  
049401.387  00:31:32.2  
049546.355  00:31:32.3  
049649.570  00:31:32.4  
049708.805  00:31:32.5  
049743.578  00:31:32.6  
049769.035  00:31:32.7  
049789.855  00:31:32.8  
049801.898  00:31:32.9  
049806.996  00:31:33.0  
049808.578  00:31:33.1  
049815.359  00:31:33.2  
049824.406  00:31:33.3  
049830.840  00:31:33.4  
049834.449  00:31:33.5  
049834.504  00:31:33.6  
049836.418  00:31:33.7  
049840.227  00:31:33.8  
049842.137  00:31:33.9  
049838.773  00:31:34.0  
049830.582  00:31:34.1  
049822.859  00:31:34.2  
049814.113  00:31:34.3  
049803.734  00:31:34.4  
049791.711  00:31:34.5  
049778.711  00:31:34.6  
049769.418  00:31:34.7  
049767.730  00:31:34.8  
049769.461  00:31:34.9  
049773.582  00:31:35.0  
049774.922  00:31:35.1  
049775.020  00:31:35.2  
049777.680  00:31:35.3  
049782.672  00:31:35.4  
049788.664  00:31:35.5  
049794.539  00:31:35.6  
049799.359  00:31:35.7  
049806.488  00:31:35.8  
049813.496  00:31:35.9  
049820.316  00:31:36.0  
049828.188  00:31:36.1  
049837.652  00:31:36.2  
049848.324  00:31:36.3  
049861.125  00:31:36.4  
049876.992  00:31:36.5  
049888.988  00:31:36.6  
049897.160  00:31:36.7  
049905.227  00:31:36.8  
049914.383  00:31:36.9  
049925.984  00:31:37.0  
049937.832  00:31:37.1  
049948.754  00:31:37.2  
049959.137  00:31:37.3  
049973.281  00:31:37.4  
049987.922  00:31:37.5  
050003.379  00:31:37.6  
050016.008  00:31:37.7  
050023.277  00:31:37.8  
050026.555  00:31:37.9  
050027.914  00:31:38.0  
050028.191  00:31:38.1  
050027.191  00:31:38.2  
050025.980  00:31:38.3  
050025.773  00:31:38.4  
050029.438  00:31:38.5  
050037.770  00:31:38.6  
050049.160  00:31:38.7  
050061.512  00:31:38.8  
050073.914  00:31:38.9  
050088.797  00:31:39.0  
050104.012  00:31:39.1  
050119.773  00:31:39.2  
050135.559  00:31:39.3  
050152.840  00:31:39.4  
050172.973  00:31:39.5  
050197.605  00:31:39.6  
050221.988  00:31:39.7  
050242.730  00:31:39.8  
050261.789  00:31:39.9  
050285.859  00:31:40.0  
050313.059  00:31:40.1  
050337.957  00:31:40.2  
050362.336  00:31:40.3  
050388.059  00:31:40.4  
050416.828  00:31:40.5  
050448.816  00:31:40.6  
050482.742  00:31:40.7  
050516.336  00:31:40.8  
050545.414  00:31:40.9  
050576.262  00:31:41.0  
050612.938  00:31:41.1  
050652.480  00:31:41.2  
050687.000  00:31:41.3  
050717.371  00:31:41.4  
050751.477  00:31:41.5  
050784.309  00:31:41.6  
050802.371  00:31:41.7  
050808.609  00:31:41.8  
050802.609  00:31:41.9  
050787.305  00:31:42.0  
050765.051  00:31:42.1  
050737.863  00:31:42.2  
050713.277  00:31:42.3  
050694.719  00:31:42.4  
050681.035  00:31:42.5  
050668.926  00:31:42.6  
050644.023  00:31:42.7  
050608.727  00:31:42.8  
050572.633  00:31:42.9  
050543.629  00:31:43.0  
050513.844  00:31:43.1  
050481.797  00:31:43.2  
050443.629  00:31:43.3  
050398.457  00:31:43.4  
050344.406  00:31:43.5  
050283.363  00:31:43.6  
050223.746  00:31:43.7  
050172.188  00:31:43.8  
050129.531  00:31:43.9  
050095.547  00:31:44.0  
050062.645  00:31:44.1  
050030.055  00:31:44.2  
049998.230  00:31:44.3  
049973.664  00:31:44.4  
049950.812  00:31:44.5  
049927.012  00:31:44.6  
049901.117  00:31:44.7  
049875.945  00:31:44.8  
049851.203  00:31:44.9  
049826.555  00:31:45.0  
049800.055  00:31:45.1  
049779.758  00:31:45.2  
049765.129  00:31:45.3  
049754.391  00:31:45.4  
049740.617  00:31:45.5  
049722.863  00:31:45.6  
049704.461  00:31:45.7  
049689.980  00:31:45.8  
049675.480  00:31:45.9  
049660.883  00:31:46.0  
049645.242  00:31:46.1  
049630.480  00:31:46.2  
049614.730  00:31:46.3  
049599.191  00:31:46.4  
049582.922  00:31:46.5  
049567.891  00:31:46.6  
049556.824  00:31:46.7  
049547.973  00:31:46.8  
049536.035  00:31:46.9  
049517.234  00:31:47.0  
049491.156  00:31:47.1  
049462.992  00:31:47.2  
049433.887  00:31:47.3  
049404.609  00:31:47.4  
049373.234  00:31:47.5  
049339.258  00:31:47.6  
049303.602  00:31:47.7  
049263.512  00:31:47.8  
049216.359  00:31:47.9  
049163.016  00:31:48.0  
049103.398  00:31:48.1  
049050.668  00:31:48.2  
048998.676  00:31:48.3  
048940.832  00:31:48.4  
048866.551  00:31:48.5  
048772.484  00:31:48.6  
048648.844  00:31:48.7  
048497.238  00:31:48.8  
048324.184  00:31:48.9  
048133.160  00:31:49.0  
047911.871  00:31:49.1  
047667.613  00:31:49.2  
047386.711  00:31:49.3  
047069.027  00:31:49.4  
046730.676  00:31:49.5  
046410.938  00:31:49.6  
046177.340  00:31:49.7  
046010.633  00:31:49.8  
045914.707  00:31:49.9  
045870.832  00:31:50.0  
045875.715  00:31:50.1  
045928.148  00:31:50.2  
046028.070  00:31:50.3  
046155.137  00:31:50.4  
046273.684  00:31:50.5  
046397.188  00:31:50.6  
046522.402  00:31:50.7  
046688.355  00:31:50.8  
046902.301  00:31:50.9  
047154.664  00:31:51.0  
047414.035  00:31:51.1  
047645.938  00:31:51.2  
047853.781  00:31:51.3  
048039.070  00:31:51.4  
048199.477  00:31:51.5  
048329.367  00:31:51.6  
048437.672  00:31:51.7  
048526.070  00:31:51.8  
048588.180  00:31:51.9  
048628.852  00:31:52.0  
048658.195  00:31:52.1  
048681.117  00:31:52.2  
048699.289  00:31:52.3  
048714.051  00:31:52.4  
048724.793  00:31:52.5  
048733.629  00:31:52.6  
048744.688  00:31:52.7  
048757.488  00:31:52.8  
048763.547  00:31:52.9  
048757.770  00:31:53.0  
048741.656  00:31:53.1  
048716.633  00:31:53.2  
048683.906  00:31:53.3  
048644.062  00:31:53.4  
048590.941  00:31:53.5  
048529.551  00:31:53.6  
048452.039  00:31:53.7  
048349.012  00:31:53.8  
048207.262  00:31:53.9  
048022.148  00:31:54.0  
047827.828  00:31:54.1  
047617.094  00:31:54.2  
047369.652  00:31:54.3  
047085.785  00:31:54.4  
046701.438  00:31:54.5  
046171.461  00:31:54.6  
045466.293  00:31:54.7  
044666.578  00:31:54.8  
043837.340  00:31:54.9  
042946.230  00:31:55.0  
042079.109  00:31:55.1  
041301.852  00:31:55.2  
040780.246  00:31:55.3  
040625.152  00:31:55.4  
040868.465  00:31:55.5  
041462.812  00:31:55.6  
042325.609  00:31:55.7  
043241.180  00:31:55.8  
044123.023  00:31:55.9  
044942.156  00:31:56.0  
045666.797  00:31:56.1  
046260.020  00:31:56.2  
046726.121  00:31:56.3  
047090.906  00:31:56.4  
047390.207  00:31:56.5  
047661.977  00:31:56.6  
047927.023  00:31:56.7  
048161.145  00:31:56.8  
048349.973  00:31:56.9  
048505.605  00:31:57.0  
048635.086  00:31:57.1  
048744.094  00:31:57.2  
048835.410  00:31:57.3  
048911.027  00:31:57.4  
048976.910  00:31:57.5  
049036.387  00:31:57.6  
049082.695  00:31:57.7  
049119.672  00:31:57.8  
049152.184  00:31:57.9  
049184.469  00:31:58.0  
049218.230  00:31:58.1  
049254.410  00:31:58.2  
049287.809  00:31:58.3  
049317.238  00:31:58.4  
049346.590  00:31:58.5  
049378.047  00:31:58.6  
049401.863  00:31:58.7  
049416.930  00:31:58.8  
049430.000  00:31:58.9  
049445.914  00:31:59.0  
049459.543  00:31:59.1  
049468.816  00:31:59.2  
049476.445  00:31:59.3  
049484.391  00:31:59.4  
049492.176  00:31:59.5  
049499.379  00:31:59.6  
049506.625  00:31:59.7  
049514.398  00:31:59.8  
049522.078  00:31:59.9  
049533.746  00:32:00.0  
049549.824  00:32:00.1  
049565.430  00:32:00.2  
049574.348  00:32:00.3  
049578.477  00:32:00.4  
049583.238  00:32:00.5  
049591.840  00:32:00.6  
049599.383  00:32:00.7  
049605.434  00:32:00.8  
049606.027  00:32:00.9  
049599.898  00:32:01.0  
049589.484  00:32:01.1  
049580.852  00:32:01.2  
049575.996  00:32:01.3  
049575.008  00:32:01.4  
049573.402  00:32:01.5  
049572.492  00:32:01.6  
049575.352  00:32:01.7  
049587.258  00:32:01.8  
049603.172  00:32:01.9  
049610.270  00:32:02.0  
049608.363  00:32:02.1  
049607.070  00:32:02.2  
049612.254  00:32:02.3  
049620.906  00:32:02.4  
049624.516  00:32:02.5  
049627.109  00:32:02.6  
049627.984  00:32:02.7  
049629.438  00:32:02.8  
049632.215  00:32:02.9  
049641.840  00:32:03.0  
049657.414  00:32:03.1  
049672.996  00:32:03.2  
049681.227  00:32:03.3  
049671.285  00:32:03.4  
049637.430  00:32:03.5  
049588.395  00:32:03.6  
049535.012  00:32:03.7  
049492.449  00:32:03.8  
049471.492  00:32:03.9  
049472.129  00:32:04.0  
049488.812  00:32:04.1  
049510.543  00:32:04.2  
049525.969  00:32:04.3  
049543.090  00:32:04.4  
049557.566  00:32:04.5  
049574.742  00:32:04.6  
049591.395  00:32:04.7  
049605.441  00:32:04.8  
049613.355  00:32:04.9  
049616.531  00:32:05.0  
049617.512  00:32:05.1  
049619.191  00:32:05.2  
049619.039  00:32:05.3  
049619.320  00:32:05.4  
049617.598  00:32:05.5  
049613.770  00:32:05.6  
049609.652  00:32:05.7  
049607.098  00:32:05.8  
049602.883  00:32:05.9  
049595.781  00:32:06.0  
049587.875  00:32:06.1  
049586.656  00:32:06.2  
049591.164  00:32:06.3  
049596.648  00:32:06.4  
049593.211  00:32:06.5  
049589.211  00:32:06.6  
049588.578  00:32:06.7  
049588.438  00:32:06.8  
049583.867  00:32:06.9  
049579.652  00:32:07.0  
049573.965  00:32:07.1  
049569.902  00:32:07.2  
049572.180  00:32:07.3  
049577.215  00:32:07.4  
049575.336  00:32:07.5  
049569.555  00:32:07.6  
049567.988  00:32:07.7  
049573.848  00:32:07.8  
049579.066  00:32:07.9  
049578.340  00:32:08.0  
049570.770  00:32:08.1  
049565.250  00:32:08.2  
049561.988  00:32:08.3  
049558.395  00:32:08.4  
049552.730  00:32:08.5  
049547.090  00:32:08.6  
049537.996  00:32:08.7  
049518.727  00:32:08.8  
049497.695  00:32:08.9  
049476.781  00:32:09.0  
049464.523  00:32:09.1  
049465.492  00:32:09.2  
049468.398  00:32:09.3  
049473.395  00:32:09.4  
049470.297  00:32:09.5  
049462.160  00:32:09.6  
049453.684  00:32:09.7  
049447.152  00:32:09.8  
049438.340  00:32:09.9  
049428.633  00:32:10.0  
049417.984  00:32:10.1  
049408.820  00:32:10.2  
049397.875  00:32:10.3  
049386.742  00:32:10.4  
049374.270  00:32:10.5  
049363.648  00:32:10.6  
049358.039  00:32:10.7  
049357.492  00:32:10.8  
049357.871  00:32:10.9  
049354.520  00:32:11.0  
049347.125  00:32:11.1  
049341.254  00:32:11.2  
049334.031  00:32:11.3  
049317.672  00:32:11.4  
049290.387  00:32:11.5  
049256.453  00:32:11.6  
049226.000  00:32:11.7  
049203.824  00:32:11.8  
049188.633  00:32:11.9  
049180.219  00:32:12.0  
049178.602  00:32:12.1  
049182.352  00:32:12.2  
049185.043  00:32:12.3  
049186.152  00:32:12.4  
049181.191  00:32:12.5  
049172.344  00:32:12.6  
049162.602  00:32:12.7  
049155.215  00:32:12.8  
049145.992  00:32:12.9  
049139.039  00:32:13.0  
049134.125  00:32:13.1  
049133.875  00:32:13.2  
049136.980  00:32:13.3  
049148.098  00:32:13.4  
049161.793  00:32:13.5  
049180.309  00:32:13.6  
049203.109  00:32:13.7  
049232.422  00:32:13.8  
049259.543  00:32:13.9  
049278.422  00:32:14.0  
049289.914  00:32:14.1  
049300.047  00:32:14.2  
049305.594  00:32:14.3  
049304.383  00:32:14.4  
049301.449  00:32:14.5  
049300.973  00:32:14.6  
049302.109  00:32:14.7  
049301.887  00:32:14.8  
049296.727  00:32:14.9  
049289.613  00:32:15.0  
049285.641  00:32:15.1  
049282.492  00:32:15.2  
049276.172  00:32:15.3  
049259.852  00:32:15.4  
049231.199  00:32:15.5  
049204.438  00:32:15.6  
049187.805  00:32:15.7  
049182.867  00:32:15.8  
049186.879  00:32:15.9  
049199.879  00:32:16.0  
049219.574  00:32:16.1  
049252.449  00:32:16.2  
049300.363  00:32:16.3  
049363.109  00:32:16.4  
049429.426  00:32:16.5  
049492.375  00:32:16.6  
049537.543  00:32:16.7  
049560.113  00:32:16.8  
049562.281  00:32:16.9  
049544.789  00:32:17.0  
049509.328  00:32:17.1  
049472.188  00:32:17.2  
049440.762  00:32:17.3  
049421.754  00:32:17.4  
049412.906  00:32:17.5  
049414.039  00:32:17.6  
049424.258  00:32:17.7  
049442.641  00:32:17.8  
049464.930  00:32:17.9  
049485.848  00:32:18.0  
049501.691  00:32:18.1  
049516.121  00:32:18.2  
049527.527  00:32:18.3  
049526.258  00:32:18.4  
049512.359  00:32:18.5  
049492.148  00:32:18.6  
049465.531  00:32:18.7  
049433.336  00:32:18.8  
049398.754  00:32:18.9  
049366.773  00:32:19.0  
049341.930  00:32:19.1  
049329.766  00:32:19.2  
049329.219  00:32:19.3  
049338.738  00:32:19.4  
049346.090  00:32:19.5  
049345.793  00:32:19.6  
049342.504  00:32:19.7  
049341.863  00:32:19.8  
049337.648  00:32:19.9  
049328.602  00:32:20.0  
049312.816  00:32:20.1  
049303.656  00:32:20.2  
049295.754  00:32:20.3  
049290.648  00:32:20.4  
049289.715  00:32:20.5  
049285.973  00:32:20.6  
049285.539  00:32:20.7  
049287.695  00:32:20.8  
049287.195  00:32:20.9  
049278.551  00:32:21.0  
049260.480  00:32:21.1  
049242.609  00:32:21.2  
049221.504  00:32:21.3  
049192.207  00:32:21.4  
049158.328  00:32:21.5  
049127.012  00:32:21.6  
049100.594  00:32:21.7  
049078.496  00:32:21.8  
049056.488  00:32:21.9  
049035.801  00:32:22.0  
049019.020  00:32:22.1  
049006.609  00:32:22.2  
048992.469  00:32:22.3  
048969.453  00:32:22.4  
048936.648  00:32:22.5  
048902.883  00:32:22.6  
048872.855  00:32:22.7  
048840.016  00:32:22.8  
048806.660  00:32:22.9  
048774.047  00:32:23.0  
048741.098  00:32:23.1  
048703.973  00:32:23.2  
048663.465  00:32:23.3  
048625.039  00:32:23.4  
048588.016  00:32:23.5  
048548.816  00:32:23.6  
048502.582  00:32:23.7  
048446.777  00:32:23.8  
048378.797  00:32:23.9  
048310.133  00:32:24.0  
048244.082  00:32:24.1  
048180.875  00:32:24.2  
048115.250  00:32:24.3  
048049.051  00:32:24.4  
047983.004  00:32:24.5  
047918.121  00:32:24.6  
047852.164  00:32:24.7  
047789.543  00:32:24.8  
047735.152  00:32:24.9  
047684.840  00:32:25.0  
047635.719  00:32:25.1  
047582.574  00:32:25.2  
047524.324  00:32:25.3  
047464.438  00:32:25.4  
047400.848  00:32:25.5  
047335.711  00:32:25.6  
047276.352  00:32:25.7  
047230.934  00:32:25.8  
047185.430  00:32:25.9  
047137.184  00:32:26.0  
047091.598  00:32:26.1  
047053.141  00:32:26.2  
047019.316  00:32:26.3  
046987.707  00:32:26.4  
046957.676  00:32:26.5  
046931.121  00:32:26.6  
046904.742  00:32:26.7  
046867.602  00:32:26.8  
046816.926  00:32:26.9  
046775.848  00:32:27.0  
046741.703  00:32:27.1  
046720.832  00:32:27.2  
046707.211  00:32:27.3  
046694.102  00:32:27.4  
046679.684  00:32:27.5  
046660.969  00:32:27.6  
046644.492  00:32:27.7  
046637.875  00:32:27.8  
046641.535  00:32:27.9  
046653.879  00:32:28.0  


Дата: 00.00.00
Участок: 0
Режим МВС, цикл - 0.1 сек.

   Поле         Время     
047604.168  00:34:51.3  
047610.906  00:34:51.4  
047615.535  00:34:51.5  
047613.961  00:34:51.6  
047611.891  00:34:51.7  
047605.617  00:34:51.8  
047597.004  00:34:51.9  
047595.164  00:34:52.0  
047605.938  00:34:52.1  
047622.699  00:34:52.2  
047643.539  00:34:52.3  
047671.281  00:34:52.4  
047702.730  00:34:52.5  
047740.664  00:34:52.6  
047798.160  00:34:52.7  
047863.840  00:34:52.8  
047933.219  00:34:52.9  
048001.617  00:34:53.0  
048058.461  00:34:53.1  
048103.539  00:34:53.2  
048145.039  00:34:53.3  
048194.508  00:34:53.4  
048252.012  00:34:53.5  
048307.090  00:34:53.6  
048361.234  00:34:53.7  
048412.125  00:34:53.8  
048455.812  00:34:53.9  
048496.652  00:34:54.0  
048535.352  00:34:54.1  
048572.000  00:34:54.2  
048608.562  00:34:54.3  
048647.578  00:34:54.4  
048693.719  00:34:54.5  
048740.973  00:34:54.6  
048778.086  00:34:54.7  
048802.094  00:34:54.8  
048824.285  00:34:54.9  
048854.227  00:34:55.0  
048886.414  00:34:55.1  
048916.906  00:34:55.2  
048941.949  00:34:55.3  
048964.594  00:34:55.4  
048985.668  00:34:55.5  
049006.926  00:34:55.6  
049029.820  00:34:55.7  
049053.570  00:34:55.8  
049077.734  00:34:55.9  
049104.289  00:34:56.0  
049126.914  00:34:56.1  
049144.020  00:34:56.2  
049157.820  00:34:56.3  
049172.754  00:34:56.4  
049189.422  00:34:56.5  
049208.180  00:34:56.6  
049225.746  00:34:56.7  
049237.254  00:34:56.8  
049244.711  00:34:56.9  
049254.312  00:34:57.0  
049262.211  00:34:57.1  
049273.398  00:34:57.2  
049286.703  00:34:57.3  
049303.871  00:34:57.4  
049318.445  00:34:57.5  
049328.547  00:34:57.6  
049337.242  00:34:57.7  
049348.520  00:34:57.8  
049357.719  00:34:57.9  
049365.125  00:34:58.0  
049374.637  00:34:58.1  
049379.703  00:34:58.2  
049380.738  00:34:58.3  
049383.469  00:34:58.4  
049390.633  00:34:58.5  
049399.000  00:34:58.6  
049406.270  00:34:58.7  
049413.699  00:34:58.8  
049421.262  00:34:58.9  
049428.801  00:34:59.0  
049434.047  00:34:59.1  
049438.906  00:34:59.2  
049441.086  00:34:59.3  
049445.227  00:34:59.4  
049450.613  00:34:59.5  
049451.543  00:34:59.6  
049453.344  00:34:59.7  
049459.926  00:34:59.8  
049467.734  00:34:59.9  
049474.391  00:35:00.0  
049481.605  00:35:00.1  
049484.652  00:35:00.2  
049485.922  00:35:00.3  
049485.918  00:35:00.4  
049486.516  00:35:00.5  
049487.102  00:35:00.6  
049486.016  00:35:00.7  
049483.488  00:35:00.8  
049478.574  00:35:00.9  
049473.020  00:35:01.0  
049470.461  00:35:01.1  
049471.082  00:35:01.2  
049472.312  00:35:01.3  
049471.758  00:35:01.4  
049470.945  00:35:01.5  
049462.961  00:35:01.6  
049458.035  00:35:01.7  
049454.613  00:35:01.8  
049448.637  00:35:01.9  
049440.816  00:35:02.0  
049432.113  00:35:02.1  
049422.539  00:35:02.2  
049412.422  00:35:02.3  
049406.188  00:35:02.4  
049404.910  00:35:02.5  
049403.055  00:35:02.6  
049401.785  00:35:02.7  
049402.336  00:35:02.8  
049402.539  00:35:02.9  
049401.473  00:35:03.0  
049399.613  00:35:03.1  
049398.688  00:35:03.2  
049398.188  00:35:03.3  
049397.094  00:35:03.4  
049391.590  00:35:03.5  
049386.906  00:35:03.6  
049389.207  00:35:03.7  
049391.477  00:35:03.8  
049390.203  00:35:03.9  
049389.105  00:35:04.0  
049387.969  00:35:04.1  
049386.516  00:35:04.2  
049382.332  00:35:04.3  
049376.066  00:35:04.4  
049370.551  00:35:04.5  
049366.148  00:35:04.6  
049360.727  00:35:04.7  
049355.879  00:35:04.8  
049354.867  00:35:04.9  
049356.945  00:35:05.0  
049355.656  00:35:05.1  
049354.137  00:35:05.2  
049355.371  00:35:05.3  
049357.363  00:35:05.4  
049356.312  00:35:05.5  
049353.449  00:35:05.6  
049352.562  00:35:05.7  
049356.758  00:35:05.8  
049361.207  00:35:05.9  
049362.879  00:35:06.0  
049365.375  00:35:06.1  
049372.469  00:35:06.2  
049379.219  00:35:06.3  
049382.930  00:35:06.4  
049391.066  00:35:06.5  
049401.586  00:35:06.6  
049409.211  00:35:06.7  
049414.258  00:35:06.8  
049420.344  00:35:06.9  
049429.129  00:35:07.0  
049437.992  00:35:07.1  
049443.438  00:35:07.2  
049446.289  00:35:07.3  
049453.344  00:35:07.4  
049463.504  00:35:07.5  
049471.520  00:35:07.6  
049481.695  00:35:07.7  
049494.098  00:35:07.8  
049502.445  00:35:07.9  
049508.133  00:35:08.0  
049515.195  00:35:08.1  
049523.730  00:35:08.2  
049530.816  00:35:08.3  
049532.770  00:35:08.4  
049530.816  00:35:08.5  
049533.895  00:35:08.6  
049542.938  00:35:08.7  
049551.133  00:35:08.8  
049558.805  00:35:08.9  
049569.270  00:35:09.0  
049577.715  00:35:09.1  
049582.992  00:35:09.2  
049588.312  00:35:09.3  
049593.723  00:35:09.4  
049598.395  00:35:09.5  
049600.391  00:35:09.6  
049599.578  00:35:09.7  
049597.914  00:35:09.8  
049601.344  00:35:09.9  
049607.262  00:35:10.0  
049611.160  00:35:10.1  
049617.348  00:35:10.2  
049623.168  00:35:10.3  
049625.602  00:35:10.4  
049627.531  00:35:10.5  
049626.512  00:35:10.6  
049623.969  00:35:10.7  
049624.402  00:35:10.8  
049623.395  00:35:10.9  
049621.367  00:35:11.0  
049621.273  00:35:11.1  
049625.719  00:35:11.2  
049631.820  00:35:11.3  
049640.102  00:35:11.4  
049643.645  00:35:11.5  
049645.113  00:35:11.6  
049645.594  00:35:11.7  
049646.734  00:35:11.8  
049646.844  00:35:11.9  
049645.371  00:35:12.0  
049641.363  00:35:12.1  
049635.398  00:35:12.2  
049632.750  00:35:12.3  
049637.191  00:35:12.4  
049640.562  00:35:12.5  
049642.766  00:35:12.6  
049644.645  00:35:12.7  
049646.355  00:35:12.8  
049642.328  00:35:12.9  
049643.359  00:35:13.0  
049646.148  00:35:13.1  
049646.953  00:35:13.2  
049642.801  00:35:13.3  
049635.602  00:35:13.4  
049634.070  00:35:13.5  
049640.695  00:35:13.6  
049642.910  00:35:13.7  
049646.461  00:35:13.8  
049650.328  00:35:13.9  
049650.602  00:35:14.0  
049648.926  00:35:14.1  
049647.551  00:35:14.2  
049645.254  00:35:14.3  
049640.297  00:35:14.4  
049632.902  00:35:14.5  
049622.148  00:35:14.6  
049613.617  00:35:14.7  
049612.961  00:35:14.8  
049612.484  00:35:14.9  
049610.238  00:35:15.0  
049606.086  00:35:15.1  
049599.168  00:35:15.2  
049597.008  00:35:15.3  
049594.391  00:35:15.4  
049588.910  00:35:15.5  
049580.367  00:35:15.6  
049569.762  00:35:15.7  
049555.855  00:35:15.8  
049544.184  00:35:15.9  
049538.402  00:35:16.0  
049536.574  00:35:16.1  
049529.059  00:35:16.2  
049518.859  00:35:16.3  
049506.957  00:35:16.4  
049496.027  00:35:16.5  
049481.961  00:35:16.6  
049464.008  00:35:16.7  
049443.680  00:35:16.8  
049422.648  00:35:16.9  
049400.723  00:35:17.0  
049376.641  00:35:17.1  
049356.918  00:35:17.2  
049337.391  00:35:17.3  
049307.188  00:35:17.4  
049265.156  00:35:17.5  
049229.473  00:35:17.6  
049200.176  00:35:17.7  
049167.836  00:35:17.8  
049127.359  00:35:17.9  
049075.902  00:35:18.0  
049023.484  00:35:18.1  
048984.203  00:35:18.2  
048974.137  00:35:18.3  
049010.445  00:35:18.4  
049104.375  00:35:18.5  
